Country,Year,Value
Luxembourg,2012,88.35
Luxembourg,2013,87.845
Luxembourg,2014,87.048
Luxembourg,2015,86.498
Luxembourg,2016,85.76
Luxembourg,2017,85.874
Luxembourg,2018,86.3
Luxembourg,2019,86.521
Luxembourg,2020,84.35
Luxembourg,2021,85.608
Czechia,1990,100
Czechia,1991,84.726
Czechia,1992,75.631
Czechia,1993,67.978
Czechia,1994,67.38
Czechia,1995,71.014
Czechia,1996,68.437
Czechia,1997,68.481
Czechia,1998,67.465
Czechia,1999,65.153
Czechia,2000,70.465
Czechia,2001,72.869
Czechia,2002,67.814
Czechia,2003,62.592
Czechia,2004,70.27
Czechia,2005,68.675
Czechia,2006,67.338
Czechia,2007,67.981
Czechia,2008,68.482
Czechia,2009,58.738
Czechia,2010,57.697
Czechia,2011,65.203
Czechia,2012,63.969
Czechia,2013,61.033
Czechia,2014,62.882
Czechia,2015,67.562
Czechia,2016,69.503
Czechia,2017,66.608
Czechia,2018,62.759
Czechia,2019,61.936
Czechia,2020,58.655
Czechia,2021,61.434
United Kingdom,1990,100
United Kingdom,1991,104.262
United Kingdom,1992,108.569
United Kingdom,1993,114.055
United Kingdom,1994,120.457
United Kingdom,1995,129.425
United Kingdom,1996,136.135
United Kingdom,1997,152.1
United Kingdom,1998,127.388
United Kingdom,1999,70.645
United Kingdom,2000,57.707
United Kingdom,2001,63.296
United Kingdom,2002,66.465
United Kingdom,2003,72.898
United Kingdom,2004,65.607
United Kingdom,2005,71.9
United Kingdom,2006,78.9
United Kingdom,2007,82.57
United Kingdom,2008,86.15
United Kingdom,2009,90.491
United Kingdom,2010,95.317
United Kingdom,2011,100.55
United Kingdom,2012,105.69
United Kingdom,2013,109.185
United Kingdom,2014,110.562
United Kingdom,2015,110.613
United Kingdom,2016,110.7
United Kingdom,2017,109.938
United Kingdom,2018,107.309
United Kingdom,2019,102.193
United Kingdom,2020,95.501
United Kingdom,2021,89.653
Finland,1990,10.903
Finland,1991,10.991
Finland,1992,11.346
Finland,1993,10.393
Finland,1994,8.948
Finland,1995,8.74
Finland,1996,8.195
Finland,1997,8.349
Finland,1998,8.905
Finland,1999,8.868
Finland,2000,8.596
Finland,2001,8.307
Finland,2002,7.992
Finland,2003,7.172
Finland,2004,7.381
Finland,2005,8.208
Finland,2006,6.918
Finland,2007,6.892
Finland,2008,6.988
Finland,2009,7.239
Finland,2010,6.921
Finland,2011,6.719
Finland,2012,7.784
Finland,2013,7.099
Finland,2014,7.41
Finland,2015,7.657
Finland,2016,7.529
Finland,2017,7.723
Finland,2018,7.197
Finland,2019,7.674
Finland,2020,7.929
Finland,2021,7.664
Greece,1990,100
Greece,1991,118.368
Greece,1992,97.147
Greece,1993,171.831
Greece,1994,229.293
Greece,1995,351.932
Greece,1996,408.37
Greece,1997,438.377
Greece,1998,490.103
Greece,1999,571.844
Greece,2000,450.112
Greece,2001,411.651
Greece,2002,441.49
Greece,2003,414.985
Greece,2004,434.878
Greece,2005,454.414
Greece,2006,259.227
Greece,2007,308.612
Greece,2008,352.64
Greece,2009,384.025
Greece,2010,425.377
Greece,2011,452.089
Greece,2012,490.861
Greece,2013,545.256
Greece,2014,555.526
Greece,2015,569.289
Greece,2016,589.759
Greece,2017,585.912
Greece,2018,560.985
Greece,2019,518.368
Greece,2020,485.996
Greece,2021,471.786
Hungary,1990,100
Hungary,1991,94.992
Hungary,1992,84.97
Hungary,1993,86.619
Hungary,1994,84.344
Hungary,1995,83.952
Hungary,1996,86.074
Hungary,1997,84.102
Hungary,1998,83.559
Hungary,1999,84.231
Hungary,2000,79.734
Hungary,2001,81.918
Hungary,2002,80.524
Hungary,2003,84.306
Hungary,2004,82.113
Hungary,2005,82.316
Hungary,2006,81.374
Hungary,2007,79.904
Hungary,2008,78.126
Hungary,2009,70.243
Hungary,2010,70.986
Hungary,2011,68.486
Hungary,2012,63.806
Hungary,2013,59.514
Hungary,2014,59.681
Hungary,2015,63.668
Hungary,2016,64.296
Hungary,2017,67.569
Hungary,2018,67.507
Hungary,2019,67.202
Hungary,2020,64.51
Hungary,2021,66.184
United States,1990,100
United States,1991,98.867
United States,1992,101.04
United States,1993,102.966
United States,1994,104.752
United States,1995,105.942
United States,1996,109.608
United States,1997,111.076
United States,1998,111.957
United States,1999,113.337
United States,2000,117.364
United States,2001,115.364
United States,2002,116.117
United States,2003,117.364
United States,2004,119.366
United States,2005,119.747
United States,2006,118.194
United States,2007,119.707
United States,2008,115.508
United States,2009,107.025
United States,2010,110.911
United States,2011,108.302
United States,2012,104.357
United States,2013,107.014
United States,2014,107.962
United States,2015,104.99
United States,2016,102.577
United States,2017,101.781
United States,2018,105.016
United States,2019,102.757
United States,2020,92.065
United States,2021,98.267
Slovak Republic,1990,3.66
Slovak Republic,1991,4.136
Slovak Republic,1992,4.487
Slovak Republic,1993,4.583
Slovak Republic,1994,4.763
Slovak Republic,1995,4.645
Slovak Republic,1996,4.587
Slovak Republic,1997,4.407
Slovak Republic,1998,4.568
Slovak Republic,1999,4.556
Slovak Republic,2000,4.261
Slovak Republic,2001,3.782
Slovak Republic,2002,3.719
Slovak Republic,2003,3.426
Slovak Republic,2004,3.331
Slovak Republic,2005,3.074
Slovak Republic,2006,2.783
Slovak Republic,2007,2.645
Slovak Republic,2008,2.721
Slovak Republic,2009,2.656
Slovak Republic,2010,2.425
Slovak Republic,2011,2.37
Slovak Republic,2012,1.945
Slovak Republic,2013,1.981
Slovak Republic,2014,1.915
Slovak Republic,2015,1.563
Slovak Republic,2016,1.53
Slovak Republic,2017,1.402
Slovak Republic,2018,1.216
Slovak Republic,2019,1.34
Slovak Republic,2020,1.276
Slovak Republic,2021,1.186
United Kingdom,1990,8.998
United Kingdom,1991,8.985
United Kingdom,1992,9.237
United Kingdom,1993,9.539
United Kingdom,1994,9.748
United Kingdom,1995,9.982
United Kingdom,1996,9.755
United Kingdom,1997,10.001
United Kingdom,1998,9.862
United Kingdom,1999,9.813
United Kingdom,2000,9.415
United Kingdom,2001,9.109
United Kingdom,2002,9.206
United Kingdom,2003,8.568
United Kingdom,2004,7.924
United Kingdom,2005,7.603
United Kingdom,2006,7.209
United Kingdom,2007,6.836
United Kingdom,2008,6.292
United Kingdom,2009,6.166
United Kingdom,2010,5.188
United Kingdom,2011,5.199
United Kingdom,2012,4.772
United Kingdom,2013,4.324
United Kingdom,2014,4.206
United Kingdom,2015,4.213
United Kingdom,2016,4.265
United Kingdom,2017,4.453
United Kingdom,2018,4.548
United Kingdom,2019,4.632
United Kingdom,2020,4.763
United Kingdom,2021,4.448
Lithuania,1990,100
Lithuania,1991,97.197
Lithuania,1992,85.096
Lithuania,1993,74.354
Lithuania,1994,67.487
Lithuania,1995,63.752
Lithuania,1996,62.616
Lithuania,1997,62.983
Lithuania,1998,60.902
Lithuania,1999,57.853
Lithuania,2000,55.568
Lithuania,2001,54.326
Lithuania,2002,55.227
Lithuania,2003,56.126
Lithuania,2004,56.363
Lithuania,2005,56.228
Lithuania,2006,56.316
Lithuania,2007,55.792
Lithuania,2008,53.955
Lithuania,2009,52.716
Lithuania,2010,52.412
Lithuania,2011,50.42
Lithuania,2012,50.573
Lithuania,2013,49.627
Lithuania,2014,49.802
Lithuania,2015,49.459
Lithuania,2016,48.247
Lithuania,2017,47.247
Lithuania,2018,44.659
Lithuania,2019,43.866
Lithuania,2020,42.541
Lithuania,2021,42.276
Iceland,1990,24.515
Iceland,1991,22.757
Iceland,1992,17.16
Iceland,1993,15.777
Iceland,1994,15.211
Iceland,1995,15.558
Iceland,1996,14.661
Iceland,1997,17.195
Iceland,1998,20.095
Iceland,1999,22.773
Iceland,2000,23.874
Iceland,2001,24.471
Iceland,2002,23.624
Iceland,2003,23.54
Iceland,2004,23.149
Iceland,2005,23.414
Iceland,2006,30.185
Iceland,2007,31.243
Iceland,2008,38.676
Iceland,2009,37.371
Iceland,2010,38.701
Iceland,2011,38.985
Iceland,2012,40.49
Iceland,2013,41.458
Iceland,2014,40.985
Iceland,2015,41.281
Iceland,2016,41.422
Iceland,2017,41.667
Iceland,2018,41.912
Iceland,2019,42.493
Iceland,2020,43.676
Iceland,2021,43.044
South Africa,1990,75.109
South Africa,1994,78.341
South Africa,2000,47.958
South Africa,2001,47.945
South Africa,2002,47.856
South Africa,2003,47.974
South Africa,2004,48.046
South Africa,2005,47.945
South Africa,2006,47.869
South Africa,2007,48.037
South Africa,2008,48.054
South Africa,2009,48.242
South Africa,2010,48.021
South Africa,2011,47.925
South Africa,2012,48.008
South Africa,2013,47.965
South Africa,2014,47.806
South Africa,2015,47.713
South Africa,2016,47.768
South Africa,2017,48.185
South Africa,2018,48.449
South Africa,2019,48.627
South Africa,2020,48.652
OECD - Total,1990,79.187
OECD - Total,1991,79.456
OECD - Total,1992,79.59
OECD - Total,1993,79.626
OECD - Total,1994,79.475
OECD - Total,1995,79.391
OECD - Total,1996,79.777
OECD - Total,1997,79.864
OECD - Total,1998,80.062
OECD - Total,1999,80.45
OECD - Total,2000,80.834
OECD - Total,2001,81.152
OECD - Total,2002,81.276
OECD - Total,2003,81.484
OECD - Total,2004,81.427
OECD - Total,2005,81.593
OECD - Total,2006,81.481
OECD - Total,2007,81.456
OECD - Total,2008,81.483
OECD - Total,2009,81.412
OECD - Total,2010,81.406
OECD - Total,2011,81.155
OECD - Total,2012,81.04
OECD - Total,2013,80.925
OECD - Total,2014,80.566
OECD - Total,2015,80.507
OECD - Total,2016,80.393
OECD - Total,2017,80.081
OECD - Total,2018,80.01
OECD - Total,2019,79.733
OECD - Total,2020,78.502
OECD - Total,2021,79.12
Lithuania,1990,28.153
Lithuania,1991,29.189
Lithuania,1992,27.732
Lithuania,1993,29.249
Lithuania,1994,30.765
Lithuania,1995,28.344
Lithuania,1996,30.062
Lithuania,1997,28.224
Lithuania,1998,30.558
Lithuania,1999,28.038
Lithuania,2000,25.935
Lithuania,2001,27.298
Lithuania,2002,25.938
Lithuania,2003,25.121
Lithuania,2004,25.003
Lithuania,2005,25.202
Lithuania,2006,22.862
Lithuania,2007,19.153
Lithuania,2008,20.157
Lithuania,2009,24.12
Lithuania,2010,25.692
Lithuania,2011,21.139
Lithuania,2012,20.917
Lithuania,2013,19.3
Lithuania,2014,15.999
Lithuania,2015,15.648
Lithuania,2016,14.612
Lithuania,2017,12.64
Lithuania,2018,12.224
Lithuania,2019,11.251
Lithuania,2020,13.123
Lithuania,2021,13.748
Italy,1990,100
Italy,1991,101.829
Italy,1992,101.408
Italy,1993,102.024
Italy,1994,102.807
Italy,1995,103.744
Italy,1996,104.877
Italy,1997,105.891
Italy,1998,105.04
Italy,1999,105.068
Italy,2000,104.968
Italy,2001,105.783
Italy,2002,102.368
Italy,2003,102.876
Italy,2004,98.542
Italy,2005,99.504
Italy,2006,96.694
Italy,2007,98.103
Italy,2008,96.975
Italy,2009,96.729
Italy,2010,95.844
Italy,2011,93.473
Italy,2012,94.583
Italy,2013,91.554
Italy,2014,89.618
Italy,2015,89.705
Italy,2016,88.796
Italy,2017,88.738
Italy,2018,87.262
Italy,2019,85.061
Italy,2020,86.427
Italy,2021,85.651
Ireland,1990,100
Ireland,1991,8145.455
Ireland,1992,16190.91
Ireland,1993,32290.91
Ireland,1994,48381.82
Ireland,1995,80572.73
Ireland,1996,110009.1
Ireland,1997,139481.8
Ireland,1998,65327.27
Ireland,1999,210427.3
Ireland,2000,328490.9
Ireland,2001,313336.4
Ireland,2002,221081.8
Ireland,2003,235845.5
Ireland,2004,193781.8
Ireland,2005,178609.1
Ireland,2006,157663.6
Ireland,2007,138863.6
Ireland,2008,112463.6
Ireland,2009,69027.27
Ireland,2010,38445.45
Ireland,2011,13127.27
Ireland,2012,7909.091
Ireland,2013,6881.818
Ireland,2014,2936.364
Ireland,2015,16790.91
Ireland,2016,30500
Ireland,2017,38527.27
Ireland,2018,40736.36
Ireland,2019,51500
Ireland,2020,58154.55
Ireland,2021,59045.45
Canada,1990,100
Canada,1991,106.288
Canada,1992,100.275
Canada,1993,98.646
Canada,1994,91.229
Canada,1995,83.978
Canada,1996,86.022
Canada,1997,84.338
Canada,1998,85.688
Canada,1999,71.058
Canada,2000,65.951
Canada,2001,53.553
Canada,2002,45.819
Canada,2003,46.175
Canada,2004,46.599
Canada,2005,50.787
Canada,2006,39.497
Canada,2007,33.523
Canada,2008,34.412
Canada,2009,33.215
Canada,2010,24.627
Canada,2011,22.011
Canada,2012,23.881
Canada,2013,21.496
Canada,2014,14.492
Canada,2015,12.923
Canada,2016,10.238
Canada,2017,9.986
Canada,2018,8.329
Canada,2019,8.179
Canada,2020,10.963
Canada,2021,9.961
Sweden,1990,28.034
Sweden,1991,28.183
Sweden,1992,29.691
Sweden,1993,28.167
Sweden,1994,27.904
Sweden,1995,28.172
Sweden,1996,26.318
Sweden,1997,28.125
Sweden,1998,28.004
Sweden,1999,29.673
Sweden,2000,29.956
Sweden,2001,29.668
Sweden,2002,30.13
Sweden,2003,30.263
Sweden,2004,31.016
Sweden,2005,32.649
Sweden,2006,32.781
Sweden,2007,33.821
Sweden,2008,34.182
Sweden,2009,36.022
Sweden,2010,32.822
Sweden,2011,34.575
Sweden,2012,34.274
Sweden,2013,34.45
Sweden,2014,34.783
Sweden,2015,35.09
Sweden,2016,33.831
Sweden,2017,33.621
Sweden,2018,33.029
Sweden,2019,33.495
Sweden,2020,33.25
Sweden,2021,32.289
Portugal,1990,100
Portugal,1991,104.016
Portugal,1992,112.459
Portugal,1993,109.177
Portugal,1994,110.884
Portugal,1995,120.296
Portugal,1996,114.317
Portugal,1997,120.646
Portugal,1998,130.676
Portugal,1999,147.613
Portugal,2000,144.905
Portugal,2001,143.892
Portugal,2002,153.625
Portugal,2003,142.353
Portugal,2004,148.642
Portugal,2005,153.791
Portugal,2006,143.208
Portugal,2007,137.713
Portugal,2008,132.574
Portugal,2009,126.188
Portugal,2010,116.907
Portugal,2011,114.269
Portugal,2012,110.203
Portugal,2013,106.237
Portugal,2014,105.756
Portugal,2015,115.293
Portugal,2016,111.237
Portugal,2017,121.704
Portugal,2018,113.459
Portugal,2019,104.892
Portugal,2020,92.085
Portugal,2021,88.205
India,1994,28.37
India,2000,23.337
India,2010,18.259
India,2016,14.368
United States,1990,3.014
United States,1991,3.048
United States,1992,3.054
United States,1993,2.817
United States,1994,2.915
United States,1995,2.783
United States,1996,2.645
United States,1997,2.761
United States,1998,2.8
United States,1999,3.026
United States,2000,2.842
United States,2001,2.977
United States,2002,2.919
United States,2003,2.914
United States,2004,3.155
United States,2005,2.98
United States,2006,2.942
United States,2007,2.701
United States,2008,2.6
United States,2009,2.484
United States,2010,2.367
United States,2011,2.275
United States,2012,2.344
United States,2013,2.366
United States,2014,2.335
United States,2015,2.549
United States,2016,2.425
United States,2017,2.602
United States,2018,2.767
United States,2019,2.772
United States,2020,2.869
United States,2021,3.072
Slovak Republic,1990,9.244
Slovak Republic,1991,8.996
Slovak Republic,1992,8.901
Slovak Republic,1993,8.97
Slovak Republic,1994,9.03
Slovak Republic,1995,10.325
Slovak Republic,1996,10.792
Slovak Republic,1997,10.988
Slovak Republic,1998,11.711
Slovak Republic,1999,11.712
Slovak Republic,2000,11.68
Slovak Republic,2001,11.984
Slovak Republic,2002,12.347
Slovak Republic,2003,12.162
Slovak Republic,2004,13.447
Slovak Republic,2005,15.184
Slovak Republic,2006,13.562
Slovak Republic,2007,15.49
Slovak Republic,2008,16.043
Slovak Republic,2009,15.575
Slovak Republic,2010,16.216
Slovak Republic,2011,15.728
Slovak Republic,2012,16.321
Slovak Republic,2013,16.284
Slovak Republic,2014,16.462
Slovak Republic,2015,17.846
Slovak Republic,2016,18.247
Slovak Republic,2017,18.112
Slovak Republic,2018,18.47
Slovak Republic,2019,20.33
Slovak Republic,2020,18.989
Slovak Republic,2021,18.247
Canada,1990,8.177
Canada,1991,8.503
Canada,1992,8.872
Canada,1993,9.229
Canada,1994,9.473
Canada,1995,9.677
Canada,1996,10.054
Canada,1997,10.189
Canada,1998,10.47
Canada,1999,9.969
Canada,2000,9.749
Canada,2001,9.71
Canada,2002,9.574
Canada,2003,9.274
Canada,2004,9.483
Canada,2005,9.568
Canada,2006,10.05
Canada,2007,9.595
Canada,2008,9.697
Canada,2009,9.687
Canada,2010,9.949
Canada,2011,9.957
Canada,2012,10.317
Canada,2013,10.346
Canada,2014,10.639
Canada,2015,10.142
Canada,2016,9.37
Canada,2017,9.26
Canada,2018,9.124
Canada,2019,8.897
Canada,2020,8.409
Canada,2021,8.229
Estonia,1990,6.158
Estonia,1991,6.01
Estonia,1992,4.276
Estonia,1993,6.009
Estonia,1994,7.241
Estonia,1995,7.901
Estonia,1996,7.957
Estonia,1997,8.528
Estonia,1998,9.651
Estonia,1999,9.563
Estonia,2000,9.64
Estonia,2001,11.201
Estonia,2002,12.286
Estonia,2003,10.672
Estonia,2004,10.786
Estonia,2005,11.319
Estonia,2006,12.487
Estonia,2007,10.974
Estonia,2008,11.68
Estonia,2009,13.028
Estonia,2010,10.824
Estonia,2011,10.793
Estonia,2012,11.508
Estonia,2013,10.285
Estonia,2014,10.712
Estonia,2015,12.887
Estonia,2016,12.057
Estonia,2017,11.716
Estonia,2018,12.312
Estonia,2019,16.618
Estonia,2020,19.653
Estonia,2021,18.634
Austria,1990,0.979
Austria,1991,0.755
Austria,1992,0.882
Austria,1993,0.832
Austria,1994,0.667
Austria,1995,0.631
Austria,1996,0.518
Austria,1997,0.574
Austria,1998,0.613
Austria,1999,0.666
Austria,2000,0.665
Austria,2001,0.656
Austria,2002,0.625
Austria,2003,0.606
Austria,2004,0.549
Austria,2005,0.508
Austria,2006,0.554
Austria,2007,0.579
Austria,2008,0.536
Austria,2009,0.641
Austria,2010,0.593
Austria,2011,0.6
Austria,2012,0.639
Austria,2013,0.63
Austria,2014,0.614
Austria,2015,0.578
Austria,2016,0.53
Austria,2017,0.562
Austria,2018,0.507
Austria,2019,0.468
Austria,2020,0.481
Austria,2021,0.427
Belgium,1990,100
Belgium,1991,95.687
Belgium,1992,104.335
Belgium,1993,100.385
Belgium,1994,120.492
Belgium,1995,133.504
Belgium,1996,126.719
Belgium,1997,70.647
Belgium,1998,38.761
Belgium,1999,19.041
Belgium,2000,19.818
Belgium,2001,11.799
Belgium,2002,4.47
Belgium,2003,11.41
Belgium,2004,17.045
Belgium,2005,7.657
Belgium,2006,5.134
Belgium,2007,5.435
Belgium,2008,27.244
Belgium,2009,21.955
Belgium,2010,4.698
Belgium,2011,7.446
Belgium,2012,5.66
Belgium,2013,6.304
Belgium,2014,6.2
Belgium,2015,6.759
Belgium,2016,19.09
Belgium,2017,8.336
Belgium,2018,5.956
Belgium,2019,6.836
Belgium,2020,9.082
Belgium,2021,8.945
South Africa,1990,100
South Africa,1994,88.719
South Africa,2000,55.747
South Africa,2001,58.719
South Africa,2002,60.543
South Africa,2003,56.314
South Africa,2004,57.52
South Africa,2005,63.025
South Africa,2006,63.219
South Africa,2007,60.161
South Africa,2008,58.387
South Africa,2009,59.132
South Africa,2010,56.263
South Africa,2011,56.099
South Africa,2012,57.087
South Africa,2013,58.282
South Africa,2014,58.732
South Africa,2015,55.236
South Africa,2016,53.535
South Africa,2017,56.775
South Africa,2018,61.405
South Africa,2019,60.574
South Africa,2020,59.352
Spain,1990,9.183
Spain,1991,9.806
Spain,1992,9.766
Spain,1993,9.834
Spain,1994,9.656
Spain,1995,9.101
Spain,1996,9.664
Spain,1997,9.292
Spain,1998,9.265
Spain,1999,9.086
Spain,2000,9.227
Spain,2001,9.503
Spain,2002,9.274
Spain,2003,9.574
Spain,2004,9.79
Spain,2005,9.61
Spain,2006,10.282
Spain,2007,9.525
Spain,2008,10.139
Spain,2009,11.322
Spain,2010,12.918
Spain,2011,12.294
Spain,2012,12.185
Spain,2013,12.271
Spain,2014,11.847
Spain,2015,11.483
Spain,2016,11.724
Spain,2017,11.365
Spain,2018,12.085
Spain,2019,12.23
Spain,2020,13.794
Spain,2021,13.32
Hungary,1990,0.015
Hungary,1991,0.016
Hungary,1992,0.019
Hungary,1993,0.018
Hungary,1994,0.019
Hungary,1995,0.019
Hungary,1996,0.018
Hungary,1997,0.019
Hungary,1998,0.019
Hungary,1999,0.019
Hungary,2000,0.019
Hungary,2001,0.019
Hungary,2002,0.019
Hungary,2003,0.019
Hungary,2004,0.019
Hungary,2005,0.019
Hungary,2006,0.014
Hungary,2007,0.015
Hungary,2008,0.015
Hungary,2009,0.017
Hungary,2010,0.016
Hungary,2011,0.028
Hungary,2012,0.03
Hungary,2013,0.031
Hungary,2014,0.031
Hungary,2015,0.105
Hungary,2016,0.107
Hungary,2017,0.104
Hungary,2018,0.118
Hungary,2019,0.105
Hungary,2020,0.118
Hungary,2021,0.165
Norway,1990,8.632
Norway,1991,8.518
Norway,1992,8.519
Norway,1993,8.528
Norway,1994,8.23
Norway,1995,8.142
Norway,1996,9.049
Norway,1997,8.325
Norway,1998,8.085
Norway,1999,7.946
Norway,2000,6.847
Norway,2001,7.307
Norway,2002,7.729
Norway,2003,7.902
Norway,2004,7.056
Norway,2005,6.428
Norway,2006,6.764
Norway,2007,6.205
Norway,2008,5.968
Norway,2009,6.589
Norway,2010,6.913
Norway,2011,5.957
Norway,2012,5.889
Norway,2013,5.704
Norway,2014,5.369
Norway,2015,5.228
Norway,2016,5.902
Norway,2017,5.803
Norway,2018,5.879
Norway,2019,5.648
Norway,2020,6.104
Norway,2021,6.38
United States,1990,100
United States,1991,100
United States,1992,100
United States,1993,124.989
United States,1994,137.494
United States,1995,172.782
United States,1996,191.864
United States,1997,202.764
United States,1998,248.618
United States,1999,252.296
United States,2000,408.471
United States,2001,452.519
United States,2002,1131.32
United States,2003,1061.547
United States,2004,1074.209
United States,2005,938.698
United States,2006,1349.398
United States,2007,1053.745
United States,2008,1081.342
United States,2009,863.531
United States,2010,988.163
United States,2011,1201.627
United States,2012,1204.882
United States,2013,1041.953
United States,2014,1077.842
United States,2015,1181.944
United States,2016,1191.93
United States,2017,1179.09
United States,2018,1219.572
United States,2019,1189.144
United States,2020,1293.892
United States,2021,1418.77
Ireland,1990,0.213
Ireland,1991,0.191
Ireland,1992,0.182
Ireland,1993,0.187
Ireland,1994,0.18
Ireland,1995,0.176
Ireland,1996,0.171
Ireland,1997,0.163
Ireland,1998,0.134
Ireland,1999,0.19
Ireland,2000,0.134
Ireland,2001,0.228
Ireland,2002,0.119
Ireland,2003,1.179
Ireland,2004,0.133
Ireland,2005,0.115
Ireland,2006,0.135
Ireland,2007,0.151
Ireland,2008,0.143
Ireland,2009,0.148
Ireland,2010,0.155
Ireland,2011,0.151
Ireland,2012,0.146
Ireland,2013,0.143
Ireland,2014,0.166
Ireland,2015,0.161
Ireland,2016,0.157
Ireland,2017,0.167
Ireland,2018,0.167
Ireland,2019,0.166
Ireland,2020,0.173
Ireland,2021,0.164
Denmark,1990,100
Denmark,1991,102.536
Denmark,1992,103.652
Denmark,1993,106.274
Denmark,1994,104.662
Denmark,1995,105.571
Denmark,1996,106.994
Denmark,1997,105.742
Denmark,1998,106.641
Denmark,1999,105.236
Denmark,2000,105.141
Denmark,2001,107.785
Denmark,2002,107.257
Denmark,2003,107.67
Denmark,2004,105.709
Denmark,2005,102.67
Denmark,2006,100.99
Denmark,2007,100.678
Denmark,2008,99.015
Denmark,2009,97.349
Denmark,2010,98.408
Denmark,2011,96.408
Denmark,2012,95.177
Denmark,2013,94.031
Denmark,2014,93.726
Denmark,2015,92.821
Denmark,2016,93.721
Denmark,2017,93.723
Denmark,2018,94.513
Denmark,2019,92.477
Denmark,2020,94.018
Denmark,2021,94.363
Türkiye,1990,0
Türkiye,1991,0
Türkiye,1992,0
Türkiye,1993,0
Türkiye,1994,0
Türkiye,1995,0
Türkiye,1996,0
Türkiye,1997,0
Türkiye,1998,0
Türkiye,1999,0
Türkiye,2000,0
Türkiye,2001,0
Türkiye,2002,0
Türkiye,2003,0
Türkiye,2004,0
Türkiye,2005,0
Türkiye,2006,0
Türkiye,2007,0
Türkiye,2008,0
Türkiye,2009,0
Türkiye,2010,0
Türkiye,2011,0
Türkiye,2012,0
Türkiye,2013,0
Türkiye,2014,0
Türkiye,2015,0
Türkiye,2016,0
Türkiye,2017,0
Türkiye,2018,0
Türkiye,2019,0
Türkiye,2020,0
Türkiye,2021,0
South Africa,1990,1.958
South Africa,1994,1.809
Russia,1990,100
Russia,1991,95.08
Russia,1992,90.142
Russia,1993,86.012
Russia,1994,79.915
Russia,1995,76.162
Russia,1996,73.71
Russia,1997,70.728
Russia,1998,68.26
Russia,1999,68.724
Russia,2000,69.545
Russia,2001,69.459
Russia,2002,68.63
Russia,2003,70.529
Russia,2004,70.919
Russia,2005,70.575
Russia,2006,70.939
Russia,2007,70.754
Russia,2008,70.324
Russia,2009,65.703
Russia,2010,67.606
Russia,2011,68.083
Russia,2012,68.292
Russia,2013,67.447
Russia,2014,66.717
Russia,2015,66.117
Russia,2016,66.012
Russia,2017,67.41
Russia,2018,69.601
Russia,2019,70.404
Russia,2020,68.395
Russia,2021,71.783
Türkiye,1990,100
Türkiye,1991,102.095
Türkiye,1992,101.885
Türkiye,1993,101.36
Türkiye,1994,100.707
Türkiye,1995,100.296
Türkiye,1996,101.133
Türkiye,1997,99.397
Türkiye,1998,99.845
Türkiye,1999,103.064
Türkiye,2000,102.777
Türkiye,2001,100.977
Türkiye,2002,96.396
Türkiye,2003,101.107
Türkiye,2004,102.386
Türkiye,2005,106.318
Türkiye,2006,109.703
Türkiye,2007,115.539
Türkiye,2008,118.055
Türkiye,2009,117.413
Türkiye,2010,121.554
Türkiye,2011,127.486
Türkiye,2012,136.111
Türkiye,2013,133.364
Türkiye,2014,137.794
Türkiye,2015,124.236
Türkiye,2016,130.82
Türkiye,2017,133.727
Türkiye,2018,142.181
Türkiye,2019,148.788
Türkiye,2020,150.382
Türkiye,2021,150.68
New Zealand,1990,7.351
New Zealand,1991,7.979
New Zealand,1992,7.624
New Zealand,1993,8.051
New Zealand,1994,8.384
New Zealand,1995,8.456
New Zealand,1996,8.693
New Zealand,1997,8.468
New Zealand,1998,8.356
New Zealand,1999,7.963
New Zealand,2000,8.464
New Zealand,2001,8.631
New Zealand,2002,8.979
New Zealand,2003,8.045
New Zealand,2004,7.401
New Zealand,2005,6.22
New Zealand,2006,6.281
New Zealand,2007,7.001
New Zealand,2008,7.015
New Zealand,2009,6.854
New Zealand,2010,7.129
New Zealand,2011,6.876
New Zealand,2012,7.204
New Zealand,2013,8.113
New Zealand,2014,8.918
New Zealand,2015,8.676
New Zealand,2016,8.875
New Zealand,2017,8.749
New Zealand,2018,8.779
New Zealand,2019,9.158
New Zealand,2020,8.4
New Zealand,2021,8.203
Slovenia,1990,7.277
Slovenia,1991,6.058
Slovenia,1992,6.008
Slovenia,1993,4.95
Slovenia,1994,5.813
Slovenia,1995,5.6
Slovenia,1996,5.435
Slovenia,1997,5.484
Slovenia,1998,5.486
Slovenia,1999,5.79
Slovenia,2000,6.08
Slovenia,2001,5.972
Slovenia,2002,5.925
Slovenia,2003,6.361
Slovenia,2004,6.484
Slovenia,2005,6.756
Slovenia,2006,6.906
Slovenia,2007,6.892
Slovenia,2008,6.081
Slovenia,2009,5.037
Slovenia,2010,4.982
Slovenia,2011,5.059
Slovenia,2012,5.364
Slovenia,2013,5.934
Slovenia,2014,6.744
Slovenia,2015,6.551
Slovenia,2016,6.264
Slovenia,2017,6.557
Slovenia,2018,6.756
Slovenia,2019,7.001
Slovenia,2020,7.192
Slovenia,2021,6.899
Estonia,1990,0.11
Estonia,1991,0.15
Estonia,1992,0.13
Estonia,1993,0.05
Estonia,1994,0.05
Estonia,1995,0.14
Estonia,1996,0.08
Estonia,1997,0.07
Estonia,1998,0.09
Estonia,1999,0.1
Estonia,2000,0.1
